"","lat","long","cluster"
"584",42.3732866404305,-72.5188579704899,0.999999999998582
"585",42.3731323071285,-72.518874802008,1.00000000000335
"586",42.373131807679,-72.5188747854539,1.0000000000033
"587",42.3731989817915,-72.5188662428933,1.00000000001037
"588",42.3730979650151,-72.5188732380103,1.00000000000056
"589",42.3731180543967,-72.5188743166481,1.00000000000198
"590",42.3733010310301,-72.5188688414925,0.99999999999762
"591",42.3731964258016,-72.5188671399571,1.00000000001033
"592",42.3732825385993,-72.5188545328006,0.999999999998977
"593",42.3732598497699,-72.5188404114765,1.00000000000226
"594",42.3731990692157,-72.5188662097325,1.00000000001037
"595",42.3733094551079,-72.5188739624696,0.999999999997379
"596",42.3730010298185,-72.5188674848166,0.999999999998614
"597",42.3733161071678,-72.5188774634241,0.999999999997299
"598",42.3731994189018,-72.5188660770932,1.00000000001036
"599",42.3730955660866,-72.5188730931497,1.00000000000043
"600",42.3730909752996,-72.5188728126851,1.0000000000002
"601",42.3733087507786,-72.5188735659692,0.999999999997392
"602",42.3731483516126,-72.5188748154651,1.00000000000527
"603",42.3733030369237,-72.5188701316334,0.999999999997548
"604",42.3733742665334,-72.5188966974389,0.999999999998448
"605",42.3731975903023,-72.5188667427253,1.00000000001036
"606",42.3731950738601,-72.5188676011282,1.0000000000103
"607",42.3731595724753,-72.5188742640427,1.00000000000676
"608",42.3731725457179,-72.5188728429579,1.00000000000842
"609",42.3733591445704,-72.5188925759064,0.999999999998016
"610",42.3732839023541,-72.5188556820374,0.999999999998839
"611",42.3732598497699,-72.5188404114765,1.00000000000226
"612",42.3732956521819,-72.5188651124857,0.999999999997882
"613",42.3732604984791,-72.5188405203932,1.00000000000215
"614",42.3732279271005,-72.518851687126,1.00000000000756
"615",42.3731983227429,-72.5188664928768,1.00000000001037
"616",42.3731447928818,-72.5188748610037,1.00000000000482
"617",42.3732373793407,-72.5188467906274,1.00000000000625
"618",42.3733207660071,-72.5188792843128,0.999999999997347
"619",42.3731793657478,-72.5188717205265,1.00000000000921
"620",42.3731896031754,-72.5188692291193,1.00000000001004
"621",42.3732604984791,-72.5188405203932,1.00000000000215
"622",42.3732996057802,-72.5188679248072,0.999999999997672
"623",42.3733189534139,-72.5188786493289,0.999999999997316
"624",42.3732928745926,-72.5188630141137,0.999999999998063
"625",42.3733149242083,-72.5188768756861,0.999999999997307
"626",42.3730531471623,-72.5188704724296,0.999999999999063
"627",42.3730562404807,-72.5188706599954,0.999999999999119
"2592",42.3253941290986,-72.5317996008471,2.00000000000038
"2593",42.3259037028218,-72.5320327412581,2.00000000000636
"2594",42.3257484317104,-72.5319674566361,1.99999999999958
"2595",42.3261028151829,-72.5321233910392,2.00000000002023
"2596",42.3246942897898,-72.5311316377279,2.00000000000207
"2597",42.325176284371,-72.5316230555189,2.00000000000349
"2598",42.3252606534513,-72.5316992469171,2.00000000000264
"2599",42.3255419026253,-72.5318814149904,1.99999999999828
"2600",42.3246178394035,-72.5310615795384,2.00000000000075
"2601",42.325810733833,-72.5319929257046,2.00000000000168
"2602",42.3260714528326,-72.5321088540664,2.00000000001793
"2603",42.3254912994295,-72.5318564442633,1.99999999999885
"2604",42.3253710393391,-72.5317841193834,2.00000000000078
"2605",42.3249774067019,-72.53141787902,2.00000000000269
"2606",42.325578966643,-72.5318981758399,1.99999999999802
"2607",42.325112789169,-72.5315604240036,2.00000000000346
"2608",42.3260455508478,-72.5320968855225,2.00000000001603
"2609",42.3251098062607,-72.5315573872794,2.00000000000345
"2610",42.3259081152756,-72.532034684623,2.00000000000662
"2611",42.3256047481688,-72.5319092700834,1.99999999999794
"2612",42.3246530205388,-72.5310935686893,2.00000000000142
"2613",42.3250618424753,-72.5315077128552,2.00000000000314
"2614",42.3249715444406,-72.5314116095021,2.00000000000268
"2615",42.3253586755535,-72.5317755012245,2.000000000001
"2616",42.3243650274653,-72.5308347800884,1.99999999999463
"2617",42.3250748481735,-72.5315213284512,2.00000000000323
"2618",42.3249980110723,-72.5314399175405,2.00000000000276
"2619",42.3247201797292,-72.5311559253789,2.00000000000238
"2620",42.3244183300037,-72.5308823946068,1.9999999999959
"2621",42.3251864879643,-72.5316327316998,2.00000000000344
"2622",42.3252901765721,-72.5317236786936,2.00000000000218
"2623",42.3250650338072,-72.5315110639002,2.00000000000316
"2624",42.3258811395976,-72.5320228742991,2.00000000000507
"2625",42.3254287373019,-72.5318213397149,1.99999999999979
"2626",42.3251678382247,-72.5316149634259,2.00000000000352
"2627",42.325555977307,-72.5318879124544,1.99999999999816
"2628",42.3248586188869,-72.5312925725674,2.0000000000027
"2629",42.3251659766561,-72.531613164616,2.00000000000353
"2630",42.3246161672049,-72.5310600662733,2.00000000000072
"2631",42.3259465259099,-72.5320517715124,2.00000000000904
"2632",42.3256939880046,-72.5319456610199,1.99999999999847
"2633",42.3250753536489,-72.5315218568927,2.00000000000323
"2634",42.3257185216146,-72.531955460546,1.99999999999889
"2635",42.3254114124124,-72.5318106732198,2.00000000000008
"2636",42.3247282623339,-72.5311635815724,2.00000000000246
"2637",42.3248258442486,-72.531259148312,2.00000000000275
"2638",42.3248773338144,-72.5313119364973,2.00000000000267
"2639",42.3255580989175,-72.5318888718574,1.99999999999815
"2640",42.3256426561448,-72.5319249941318,1.999999999998
"2641",42.3246614059763,-72.5311012481961,2.00000000000157
"2642",42.3250240039439,-72.531467662013,2.00000000000289
"2643",42.3246617916937,-72.5311016019563,2.00000000000157
"2644",42.3247564445048,-72.5311905751387,2.00000000000266
"2645",42.3245588885811,-72.5310084422372,1.99999999999942
